month,site,site_category,visitor_type,visitor_origin,visitors
2024-05,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,27
2024-05,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,GCC,5
2024-05,Al-Hajar Location,Archaeological Sites,Individual,Bahraini,3
2024-05,Al-Hajar Location,Archaeological Sites,Individual,Foreign,1
2024-05,Arad Fort,Archaeological Sites,Educational,Institutes,11
2024-05,Arad Fort,Archaeological Sites,Individual,Arab,11
2024-05,Arad Fort,Archaeological Sites,Individual,Bahraini,83
2024-05,Arad Fort,Archaeological Sites,Individual,Foreign,189
2024-05,Arad Fort,Archaeological Sites,Individual,GCC,35
2024-05,Arad Fort,Forts,Educational,Institutes,11
2024-05,Arad Fort,Forts,Individual,Arab,11
2024-05,Arad Fort,Forts,Individual,Bahraini,83
2024-05,Arad Fort,Forts,Individual,Foreign,189
2024-05,Arad Fort,Forts,Individual,GCC,35
2024-05,Archaeologies of Green Pavilion,Uncategorised,Individual,Arab,32
2024-05,Archaeologies of Green Pavilion,Uncategorised,Individual,Bahraini,205
2024-05,Archaeologies of Green Pavilion,Uncategorised,Individual,Foreign,146
2024-05,Archaeologies of Green Pavilion,Uncategorised,Individual,GCC,154
2024-05,Art Center,Uncategorised,Groups,Organized Group,40
2024-05,Art Center,Uncategorised,Individual,Arab,12
2024-05,Art Center,Uncategorised,Individual,Bahraini,377
2024-05,Art Center,Uncategorised,Individual,Foreign,68
2024-05,Art Center,Uncategorised,Individual,GCC,26
2024-05,Bab Al Bahrain Information Center,Uncategorised,Educational,Private School,18
2024-05,Bab Al Bahrain Information Center,Uncategorised,Individual,Arab,8
2024-05,Bab Al Bahrain Information Center,Uncategorised,Individual,Bahraini,6
2024-05,Bab Al Bahrain Information Center,Uncategorised,Individual,Foreign,15
2024-05,Bab Al Bahrain Information Center,Uncategorised,Individual,GCC,16
2024-05,Badr Gulum and Turabi House,Pearling Path Sites,Educational,Kinder Garden,21
2024-05,Badr Gulum and Turabi House,Pearling Path Sites,Groups,Organized Group,29
2024-05,Badr Gulum and Turabi House,Pearling Path Sites,Groups,VIP,4
2024-05,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,42
2024-05,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Foreign,117
2024-05,Badr Gulum and Turabi House,Pearling Path Sites,Individual,GCC,2
2024-05,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,275
2024-05,Bahrain Fort Site,Archaeological Sites,Individual,Arab,708
2024-05,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,1834
2024-05,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,2703
2024-05,Bahrain Fort Site,Archaeological Sites,Individual,GCC,392
2024-05,Bahrain Fort Site,Forts,Groups,Tour Agencies,275
2024-05,Bahrain Fort Site,Forts,Individual,Arab,708
2024-05,Bahrain Fort Site,Forts,Individual,Bahraini,1834
2024-05,Bahrain Fort Site,Forts,Individual,Foreign,2703
2024-05,Bahrain Fort Site,Forts,Individual,GCC,392
2024-05,Bahrain National Museum,Museums,Educational,Government School,106
2024-05,Bahrain National Museum,Museums,Educational,Institutes,29
2024-05,Bahrain National Museum,Museums,Educational,Private School,137
2024-05,Bahrain National Museum,Museums,Groups,Tour Agencies,30
2024-05,Bahrain National Museum,Museums,Groups,VIP,6
2024-05,Bahrain National Museum,Museums,Individual,Arab,218
2024-05,Bahrain National Museum,Museums,Individual,Bahraini,725
2024-05,Bahrain National Museum,Museums,Individual,Foreign,4212
2024-05,Bahrain National Museum,Museums,Individual,GCC,1069
2024-05,Bahrain National Theatre,Uncategorised,Groups,VIP,65
2024-05,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Organized Group,18
2024-05,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,55
2024-05,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,21
2024-05,Bani Jamra Textile Weaving,Handicraft Sites,Individual,GCC,17
2024-05,Barbar Temples,Archaeological Sites,Educational,Government School,3
2024-05,Barbar Temples,Archaeological Sites,Groups,Tour Agencies,30
2024-05,Barbar Temples,Archaeological Sites,Individual,Bahraini,36
2024-05,Barbar Temples,Archaeological Sites,Individual,Foreign,13
2024-05,Barbar Temples,Archaeological Sites,Individual,GCC,58
2024-05,Bu Maher,Archaeological Sites,Educational,College or University,60
2024-05,Bu Maher,Archaeological Sites,Groups,Organized Group,14
2024-05,Bu Maher,Archaeological Sites,Groups,Tour Agencies,64
2024-05,Bu Maher,Archaeological Sites,Groups,VIP,29
2024-05,Bu Maher,Archaeological Sites,Individual,Arab,93
2024-05,Bu Maher,Archaeological Sites,Individual,Bahraini,361
2024-05,Bu Maher,Archaeological Sites,Individual,Foreign,1404
2024-05,Bu Maher,Archaeological Sites,Individual,GCC,109
2024-05,Bu Maher,Forts,Educational,College or University,60
2024-05,Bu Maher,Forts,Groups,Organized Group,14
2024-05,Bu Maher,Forts,Groups,Tour Agencies,64
2024-05,Bu Maher,Forts,Groups,VIP,29
2024-05,Bu Maher,Forts,Individual,Arab,93
2024-05,Bu Maher,Forts,Individual,Bahraini,361
2024-05,Bu Maher,Forts,Individual,Foreign,1404
2024-05,Bu Maher,Forts,Individual,GCC,109
2024-05,Bu Maher,Pearling Path Sites,Educational,College or University,60
2024-05,Bu Maher,Pearling Path Sites,Groups,Organized Group,14
2024-05,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,64
2024-05,Bu Maher,Pearling Path Sites,Groups,VIP,29
2024-05,Bu Maher,Pearling Path Sites,Individual,Arab,93
2024-05,Bu Maher,Pearling Path Sites,Individual,Bahraini,361
2024-05,Bu Maher,Pearling Path Sites,Individual,Foreign,1404
2024-05,Bu Maher,Pearling Path Sites,Individual,GCC,109
2024-05,Cultural Hall,Uncategorised,Educational,Private School,622
2024-05,Cultural Hall,Uncategorised,Groups,Organized Group,421
2024-05,Cultural Hall,Uncategorised,Groups,Tour Agencies,253
2024-05,Cultural Hall,Uncategorised,Groups,VIP,4
2024-05,Cultural Hall,Uncategorised,Individual,Arab,15
2024-05,Cultural Hall,Uncategorised,Individual,Bahraini,320
2024-05,Cultural Hall,Uncategorised,Individual,Foreign,29
2024-05,Fakhro House,Pearling Path Sites,Educational,College or University,1
2024-05,Fakhro House,Pearling Path Sites,Groups,Organized Group,1
2024-05,Fakhro House,Pearling Path Sites,Groups,VIP,2
2024-05,Fakhro House,Pearling Path Sites,Individual,Arab,45
2024-05,Fakhro House,Pearling Path Sites,Individual,Bahraini,43
2024-05,Fakhro House,Pearling Path Sites,Individual,Foreign,136
2024-05,Fakhro House,Pearling Path Sites,Individual,GCC,11
2024-05,House of Baskets,Handicraft Sites,Groups,Organized Group,56
2024-05,House of Baskets,Handicraft Sites,Groups,VIP,17
2024-05,House of Baskets,Handicraft Sites,Individual,Arab,2
2024-05,House of Baskets,Handicraft Sites,Individual,Bahraini,97
2024-05,House of Baskets,Handicraft Sites,Individual,Foreign,54
2024-05,House of Baskets,Handicraft Sites,Individual,GCC,32
2024-05,Pearling Path Visitor Center,Pearling Path Sites,Groups,Tour Agencies,203
2024-05,Pearling Path Visitor Center,Pearling Path Sites,Groups,VIP,43
2024-05,Pearling Path Visitor Center,Pearling Path Sites,Individual,Arab,75
2024-05,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,231
2024-05,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,271
2024-05,Pearling Path Visitor Center,Pearling Path Sites,Individual,GCC,278
2024-05,Post Office Museum,Museums,Educational,Government School,18
2024-05,Post Office Museum,Museums,Individual,Arab,19
2024-05,Post Office Museum,Museums,Individual,Bahraini,130
2024-05,Post Office Museum,Museums,Individual,Foreign,202
2024-05,Post Office Museum,Museums,Individual,GCC,171
2024-05,Qalat Al Bahrain Site Museum,Museums,Educational,College or University,25
2024-05,Qalat Al Bahrain Site Museum,Museums,Educational,Government School,43
2024-05,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,54
2024-05,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,16
2024-05,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,74
2024-05,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,539
2024-05,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,56
2024-05,Saar Settlement,Archaeological Sites,Educational,College or University,20
2024-05,Saar Settlement,Archaeological Sites,Groups,Organized Group,18
2024-05,Saar Settlement,Archaeological Sites,Individual,Bahraini,28
2024-05,Saar Settlement,Archaeological Sites,Individual,Foreign,17
2024-05,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Educational,College or University,20
2024-05,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Organized Group,32
2024-05,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,8
2024-05,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,20
2024-05,Siyadi Majlis,Pearling Path Sites,Individual,Arab,10
2024-05,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,223
2024-05,Siyadi Majlis,Pearling Path Sites,Individual,Foreign,501
2024-05,Siyadi Majlis,Pearling Path Sites,Individual,GCC,75
2024-05,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,445
2024-05,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,4321
2024-05,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,32633
2024-05,Tree of Life Visitors Centre,Uncategorised,Individual,GCC,242
2024-06,Al Alawi House,Pearling Path Sites,Individual,Arab,3
2024-06,Al Alawi House,Pearling Path Sites,Individual,Bahraini,18
2024-06,Al Alawi House,Pearling Path Sites,Individual,Foreign,17
2024-06,Al Jalahma House,Pearling Path Sites,Educational,Kinder Garden,12
2024-06,Al Jalahma House,Pearling Path Sites,Groups,VIP,5
2024-06,Al Jalahma House,Pearling Path Sites,Individual,Arab,5
2024-06,Al Jalahma House,Pearling Path Sites,Individual,Bahraini,38
2024-06,Al Jalahma House,Pearling Path Sites,Individual,Foreign,51
2024-06,Al Jalahma House,Pearling Path Sites,Individual,GCC,3
2024-06,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Organized Group,90
2024-06,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,68
2024-06,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Arab,3
2024-06,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,66
2024-06,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,65
2024-06,Al Jasra House,Uncategorised,Educational,Institutes,61
2024-06,Al Jasra House,Uncategorised,Groups,Organized Group,33
2024-06,Al Jasra House,Uncategorised,Individual,Arab,2
2024-06,Al Jasra House,Uncategorised,Individual,Bahraini,11
2024-06,Al Jasra House,Uncategorised,Individual,Foreign,65
2024-06,Al Khalefeyah Library,Uncategorised,Individual,Arab,163
2024-06,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,29
2024-06,Al Khalefeyah Library,Uncategorised,Individual,Foreign,175
2024-06,Al Khalefeyah Library,Uncategorised,Individual,GCC,1
2024-06,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,13
2024-06,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,26
2024-06,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,GCC,6
2024-06,Al-Hajar Location,Archaeological Sites,Individual,Bahraini,3
2024-06,Arad Fort,Archaeological Sites,Individual,Bahraini,16
2024-06,Arad Fort,Archaeological Sites,Individual,Foreign,130
2024-06,Arad Fort,Archaeological Sites,Individual,GCC,10
2024-06,Arad Fort,Forts,Individual,Bahraini,16
2024-06,Arad Fort,Forts,Individual,Foreign,130
2024-06,Arad Fort,Forts,Individual,GCC,10
2024-06,Archaeologies of Green Pavilion,Uncategorised,Individual,Bahraini,41
2024-06,Archaeologies of Green Pavilion,Uncategorised,Individual,Foreign,23
2024-06,Archaeologies of Green Pavilion,Uncategorised,Individual,GCC,29
2024-06,Art Center,Uncategorised,Groups,Organized Group,24
2024-06,Art Center,Uncategorised,Groups,VIP,3
2024-06,Art Center,Uncategorised,Individual,Arab,1
2024-06,Art Center,Uncategorised,Individual,Bahraini,25
2024-06,Art Center,Uncategorised,Individual,Foreign,1
2024-06,Bab Al Bahrain Information Center,Uncategorised,Individual,Bahraini,3
2024-06,Bab Al Bahrain Information Center,Uncategorised,Individual,Foreign,8
2024-06,Badr Gulum and Turabi House,Pearling Path Sites,Educational,Kinder Garden,5
2024-06,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Arab,2
2024-06,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,19
2024-06,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Foreign,34
2024-06,Badr Gulum and Turabi House,Pearling Path Sites,Individual,GCC,2
2024-06,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,52
2024-06,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,262
2024-06,Bahrain Fort Site,Archaeological Sites,Individual,Arab,555
2024-06,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,2276
2024-06,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,2846
2024-06,Bahrain Fort Site,Archaeological Sites,Individual,GCC,410
2024-06,Bahrain Fort Site,Forts,Groups,Organized Group,52
2024-06,Bahrain Fort Site,Forts,Groups,Tour Agencies,262
2024-06,Bahrain Fort Site,Forts,Individual,Arab,555
2024-06,Bahrain Fort Site,Forts,Individual,Bahraini,2276
2024-06,Bahrain Fort Site,Forts,Individual,Foreign,2846
2024-06,Bahrain Fort Site,Forts,Individual,GCC,410
2024-06,Bahrain National Museum,Museums,Educational,Private School,125
2024-06,Bahrain National Museum,Museums,Groups,Organized Group,171
2024-06,Bahrain National Museum,Museums,Groups,VIP,64
2024-06,Bahrain National Museum,Museums,Individual,Arab,141
2024-06,Bahrain National Museum,Museums,Individual,Bahraini,549
2024-06,Bahrain National Museum,Museums,Individual,Foreign,4290
2024-06,Bahrain National Museum,Museums,Individual,GCC,1277
2024-06,Bahrain National Theatre,Uncategorised,Individual,GCC,989
2024-06,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Organized Group,16
2024-06,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Tour Agencies,30
2024-06,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,15
2024-06,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,21
2024-06,Bani Jamra Textile Weaving,Handicraft Sites,Individual,GCC,13
2024-06,Barbar Temples,Archaeological Sites,Individual,Arab,17
2024-06,Barbar Temples,Archaeological Sites,Individual,Bahraini,47
2024-06,Barbar Temples,Archaeological Sites,Individual,Foreign,50
2024-06,Barbar Temples,Archaeological Sites,Individual,GCC,19
2024-06,Bu Maher,Archaeological Sites,Groups,VIP,4
2024-06,Bu Maher,Archaeological Sites,Individual,Arab,31
2024-06,Bu Maher,Archaeological Sites,Individual,Bahraini,98
2024-06,Bu Maher,Archaeological Sites,Individual,Foreign,567
2024-06,Bu Maher,Archaeological Sites,Individual,GCC,54
2024-06,Bu Maher,Forts,Groups,VIP,4
2024-06,Bu Maher,Forts,Individual,Arab,31
2024-06,Bu Maher,Forts,Individual,Bahraini,98
2024-06,Bu Maher,Forts,Individual,Foreign,567
2024-06,Bu Maher,Forts,Individual,GCC,54
2024-06,Bu Maher,Pearling Path Sites,Groups,VIP,4
2024-06,Bu Maher,Pearling Path Sites,Individual,Arab,31
2024-06,Bu Maher,Pearling Path Sites,Individual,Bahraini,98
2024-06,Bu Maher,Pearling Path Sites,Individual,Foreign,567
2024-06,Bu Maher,Pearling Path Sites,Individual,GCC,54
2024-06,Cultural Hall,Uncategorised,Educational,Private School,1114
2024-06,Cultural Hall,Uncategorised,Groups,Organized Group,1
2024-06,Cultural Hall,Uncategorised,Groups,Tour Agencies,1000
2024-06,Cultural Hall,Uncategorised,Groups,VIP,50
2024-06,Cultural Hall,Uncategorised,Individual,Foreign,2
2024-06,Fakhro House,Pearling Path Sites,Individual,Arab,4
2024-06,Fakhro House,Pearling Path Sites,Individual,Bahraini,12
2024-06,Fakhro House,Pearling Path Sites,Individual,Foreign,60
2024-06,Fakhro House,Pearling Path Sites,Individual,GCC,5
2024-06,House of Baskets,Handicraft Sites,Groups,Organized Group,35
2024-06,House of Baskets,Handicraft Sites,Groups,VIP,14
2024-06,House of Baskets,Handicraft Sites,Individual,Bahraini,102
2024-06,House of Baskets,Handicraft Sites,Individual,Foreign,38
2024-06,House of Baskets,Handicraft Sites,Individual,GCC,18
2024-06,Pearling Path Visitor Center,Pearling Path Sites,Groups,Tour Agencies,186
2024-06,Pearling Path Visitor Center,Pearling Path Sites,Individual,Arab,27
2024-06,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,102
2024-06,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,88
2024-06,Pearling Path Visitor Center,Pearling Path Sites,Individual,GCC,147
2024-06,Post Office Museum,Museums,Individual,Arab,32
2024-06,Post Office Museum,Museums,Individual,Bahraini,105
2024-06,Post Office Museum,Museums,Individual,Foreign,220
2024-06,Post Office Museum,Museums,Individual,GCC,156
2024-06,Qalat Al Bahrain Site Museum,Museums,Groups,Organized Group,138
2024-06,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,1
2024-06,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,10
2024-06,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,47
2024-06,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,332
2024-06,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,20
2024-06,Saar Settlement,Archaeological Sites,Groups,Organized Group,45
2024-06,Saar Settlement,Archaeological Sites,Individual,Foreign,29
2024-06,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,VIP,7
2024-06,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,10
2024-06,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Bahraini,9
2024-06,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,46
2024-06,Siyadi Majlis,Pearling Path Sites,Individual,Arab,6
2024-06,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,58
2024-06,Siyadi Majlis,Pearling Path Sites,Individual,Foreign,183
2024-06,Siyadi Majlis,Pearling Path Sites,Individual,GCC,5
2024-06,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,332
2024-06,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,2700
2024-06,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,25996
2024-06,Tree of Life Visitors Centre,Uncategorised,Individual,GCC,674
2024-07,Al Alawi House,Pearling Path Sites,Individual,Bahraini,11
2024-07,Al Alawi House,Pearling Path Sites,Individual,Foreign,11
2024-07,Al Jalahma House,Pearling Path Sites,Educational,Kinder Garden,2
2024-07,Al Jalahma House,Pearling Path Sites,Individual,Arab,2
2024-07,Al Jalahma House,Pearling Path Sites,Individual,Bahraini,12
2024-07,Al Jalahma House,Pearling Path Sites,Individual,Foreign,12
2024-07,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,Private School,43
2024-07,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Organized Group,16
2024-07,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,100
